,title,desc,link,date,year,month,day,datenoyear,placeQID,placename
304,3.10.10  - Aggressione razzista a Gallarate arrestato un estremista di destra," 3.10.10  - Aggressione razzista a Gallarate arrestato un estremista di destra
L’uomo, 37 anni, è accusato di aver colpito con altri due complici un gruppo di extracomunitari
I poliziotti hanno trovato il manganello usato per il raid: c’era scritto ‘Boia chi molla – Dux Mussolini’",/antifa/article/3018/aggressione-razzista-a-gallarate-arrestato-un-estremista-di-destra,2010-10-03,2010,10,3,10-03,Q40854,Gallarate
305,7.08.10  - Bologna Attentato incendiario alla moschea," 7.08.10  - Bologna Attentato incendiario alla moschea
Liquido infiammabile versato attraverso un buco nel vetro: danneggiati gli uffici del Centro di cultura islamica di via Pallavicini. Appello alle istituzioni perché “venga stroncata sul nascere una strategia criminale che vuole avvelenare le relazioni fra i musulmani e la città” ",/antifa/article/3007/bologna-attentato-incendiario-alla-moschea,2010-08-07,2010,8,7,08-07,-,Bologna
306," 7.08.10  - Castelmaggiore, Molotov alla Festa dell'Unità"," 7.08.10  - Castelmaggiore, Molotov alla Festa dell'Unità

Una bottiglia molotov è stata lanciata tra gli stand della Festa dell’Unità di Castel Maggiore e del Partito Democratico, nel Bolognese, nella notte tra sabato e domenica attorno alle 3",/antifa/article/3006/castelmaggiore-molotov-alla-festa-dellunit224,2010-08-07,2010,8,7,08-07,-,Castelmaggiore
307,2.08.10  - Traversetolo (PR): molotov contro sede PD," 2.08.10  - Traversetolo (PR): molotov contro sede PD
C’è paura in paese per la costante crescita di episodi di violenza: svastiche e scritte razziste sui muri, poi alla festa del Pd vetri e strutture spaccate. Infine la questione della via intitolata per errore ad un fascista.",/antifa/article/3003/traversetolo-pr-molotov-contro-sede-pd,2010-08-02,2010,8,2,08-02,-,Traversetolo
308,27.06.10  - Frosinone: provocazioni fasciste," 27.06.10  - Frosinone: provocazioni fasciste 
Provocazioni fasciste (Casa Pound) durante la serata antirazzista organizzata dalla libreria ARCI “Ithaca”",/antifa/article/2993/frosinone-provocazioni-fasciste-,2010-06-27,2010,6,27,06-27,-,Frosinone
309,27.06.10  - Fabriano: aggredito perché indossa la maglia del Che," 27.06.10  - Fabriano: aggredito perché indossa la maglia del Che
Un ragazzo di 19 anni è stato preso a schiaffi e pugni da otto ragazzi solo perché indossava una t-shirt con il volto di Che Guevara. Ha avuto venti giorni di prognosi per le ferite riportate al volto e alla testa. Alcuni degli aggressori sarebbero riconducibili all’associazione cittadina ‘Azione giovani’",/antifa/article/2991/fabriano-aggredito-perch233-indossa-la-maglia-del-che,2010-06-27,2010,6,27,06-27,-,Fabriano
310,17.06.10  - Terni: bomba carta davanti al cancello del Centro Sociale Autogestito Germinal Cimarelli," 17.06.10  - Terni: bomba carta davanti al cancello del Centro Sociale Autogestito Germinal Cimarelli
Tanta la paura nel quartiere, alcuni cittadini svegliati dall’esplosione hanno dato prontamente l’allarme e in breve è intervenuta una macchina dei Carabinieri che hanno solo potuto accertare l’accaduto.",/antifa/article/2986/terni-bomba-carta-davanti-al-cancello-del-centro-sociale-autogestito-germinal-cimarelli,2010-06-17,2010,6,17,06-17,-,Terni
311,17.06.10  - Torino: aggrediti due studenti a Palazzo Nuovo," 17.06.10  - Torino: aggrediti due studenti a Palazzo Nuovo
la mattina del 26 Maggio a Palazzo Nuovo, due studenti hano rifiutato un volantino del FUAN: i dieci fascisti presenti al presidio hanno inseguimento per l’atrio e aggredito i due studenti, di cui uno iscritto al primo anno.",/antifa/article/2985/torino-aggrediti-due-studenti-a-palazzo-nuovo,2010-06-17,2010,6,17,06-17,-,Torino
312,15.06.10  - Roma: aggressione alla Garbatella," 15.06.10  - Roma: aggressione alla Garbatella
Aggressione fascista all’esterno della Casetta Rossa, lo spazio socio-culturale del quartiere Garbatella. Alle tre di notte alcuni balordi, fermi a bordo di una macchina e di un motorino, hanno pestato un noto attivista con i caschi davanti alla Casetta.
",/antifa/article/2982/roma-aggressione-alla-garbatella,2010-06-15,2010,6,15,06-15,Q1227420,Garbatella
313,13.06.10  - Torino: Nomade picchiata da un ultrà con una mazza: perde bambino," 13.06.10  - Torino: Nomade picchiata da un ultrà con una mazza: perde bambino
L’episodio alcuni giorni fa: l’uomo temeva che volessero rubare in casa. La donna: “E’ stato un omicidio” ",/antifa/article/2981/torino-nomade-picchiata-da-un-ultr224-con-una-mazza-perde-bambino,2010-06-13,2010,6,13,06-13,-,Torino
314," 12.06.10  - Gay e ''comunisti"", due giovani pestati a Padova"," 12.06.10  - Gay e ''comunisti"", due giovani pestati a Padova
E’ successo la notte di mercoledì scorso: gli aggrediti, di 27 e 31 anni, hanno riportato otto giorni di prognosi ciascuno e hanno denunciato il pestaggio alla Digos di Padova",/antifa/article/2980/gay-e-comunisti-due-giovani-pestati-a-padova,2010-06-12,2010,6,12,06-12,-,Padova
315," 2.06.10  - Milano, coppia gay aggredita"," 2.06.10  - Milano, coppia gay aggredita
L’episodio di notte alle Colonne di San Lorenzo: a colpire sarebbero stati tre giovani. “Uno degli aggressori indossava una maglietta con la riproduzione di una croce celtica” ",/antifa/article/2978/milano-coppia-gay-aggredita,2010-06-02,2010,6,2,06-02,-,Milano
316,29.05.10  - Roma: aggredito giovane gay," 29.05.10  - Roma: aggredito giovane gay
Un ragazzo di 22 anni è stato aggredito in via Fagutale, a due passi dal Colosseo, preso a calci e pugni da quattro o cinque persone che urlavano: “Frocio, frocio”: ha rischiato di perdere un occhio. Dal 19 agosto del 2009 a oggi sono stati otto gli episodi di intolleranza omofoba a Roma.",/antifa/article/2977/roma-aggredito-giovane-gay,2010-05-29,2010,5,29,05-29,-,Roma
317,19.05.10  - Lucca: aggressione fascista alla birreria Bruton," 19.05.10  - Lucca: aggressione fascista alla birreria Bruton
Un operaio di 38 anni ha perso un occhio nell’ennesimo raid condotto dai soliti fascisti noti lucchesi. ",/antifa/article/2970/lucca-aggressione-fascista-alla-birreria-bruton,2010-05-19,2010,5,19,05-19,-,Lucca
318," 18.05.10  - Milano, aggressione a Saverio Ferrari: Digos identifica forzanovisti"," 18.05.10  - Milano, aggressione a Saverio Ferrari: Digos identifica forzanovisti
Dalle testimonianze raccolte tra i militanti antifascisti sembra che ad aspettarli nei pressi del palazzo del governo di corso Monforte ci fossero una ventina di militanti del movimento capeggiato da Roberto Fiore e che alcuni di questi abbiano intercettato, inseguito e preso a calci Ferrari che si incamminava da solo verso la Prefettura",/antifa/article/2969/milano-aggressione-a-saverio-ferrari-digos-identifica-forzanovisti,2010-05-18,2010,5,18,05-18,-,Milano
319,28.04.10  - Ancora un'aggressione omofoba a Roma," 28.04.10  - Ancora un'aggressione omofoba a Roma
Nella notte tra sabato e domenica un giovane volontario di Arcigay è stato insultato e picchiato da un gruppo di quattro persone nella zona di Trastevere.",/antifa/article/2953/ancora-unaggressione-omofoba-a-roma,2010-04-28,2010,4,28,04-28,Q220,Roma
320,28.04.10  - Napoli: nuova aggressione neofascista," 28.04.10  - Napoli: nuova aggressione neofascista
Aggressione neofascista ai danni della Rete Anticapitalista Campana",/antifa/article/2952/napoli-nuova-aggressione-neofascista,2010-04-28,2010,4,28,04-28,-,Napoli
321,22.04.10  - Napoli Due bottiglie incendiarie contro il laboratorio sociale Insurgencia!," 22.04.10  - Napoli Due bottiglie incendiarie contro il laboratorio sociale Insurgencia! 
Un gesto facile e vigliacco, probabilmente da auto in corsa, che fortunatamente non ha prodotto nessun danno, perchè si è consumato contro il muro, ma non per questo è meno grave e vile contro chi quotidianamente lavora contro l’emarginazione e la mancanza di spazi di socialità e di autorganizzazione nei quartieri popolari.",/antifa/article/2946/napoli-due-bottiglie-incendiarie-contro-il-laboratorio-sociale-insurgencia-,2010-04-22,2010,4,22,04-22,-,Napoli
322,21.04.10  - Ostia: membri di Casa Pound aggrediscono un ragazzo durante un'affissione.," 21.04.10  - Ostia: membri di Casa Pound aggrediscono un ragazzo durante un'affissione.
Seguito da una ventina di fascisti, fino a una zona tranquilla, viene poi aggredito, riuscendo però a salire in macchina e sottrarsi al pestaggio",/antifa/article/2944/ostia-membri-di-casa-pound-aggrediscono-un-ragazzo-durante-unaffissione,2010-04-21,2010,4,21,04-21,-,Ostia
323,14.04.10  - «Io voto per la sinistra» Botte e coltellata ad Albaro," 14.04.10  - «Io voto per la sinistra» Botte e coltellata ad Albaro
Gruppo di ragazzi «di destra» ferisce un avventore. Indaga la Digos
18 anni: «Mi hanno preso a pugni, uno mi ha rifilato anche una coltellata: perché ho detto che sono di sinistra».",/antifa/article/2939/171io-voto-per-la-sinistra187-botte-e-coltellata-ad-albaro,2010-04-14,2010,4,14,04-14,-,Albano
324," 14.04.10  - Alghero ""Sporchi negri tornate a casa vostra"" In sei picchiano due fratelli congolesi"," 14.04.10  - Alghero ""Sporchi negri tornate a casa vostra"" In sei picchiano due fratelli congolesi
«Sporchi negri, tornate a casa vostra». Con questi insulti sei giovani algheresi hanno aggredito all’alba di domenica due fratelli di colore, di 22 e 28 anni, cittadini congolesi, di madre algherese, in possesso anche della cittadinanza italiana.",/antifa/article/2938/alghero-sporchi-negri-tornate-a-casa-vostra-in-sei-picchiano-due-fratelli-congolesi,2010-04-14,2010,4,14,04-14,-,Alghero
325," 7.04.10  - Roma L'assalto razzista al bar Mariani. Le teste rasate gridarono «Sporchi ebrei, vi bruciamo il locale»."," 7.04.10  - Roma L'assalto razzista al bar Mariani. Le teste rasate gridarono «Sporchi ebrei, vi bruciamo il locale».
Teste rasate in via dei Pettinari: oltre ai fotogrammi ci sono nuovi testimoni. Sul gruppetto in tenuta neonazista che, venerdì notte, ha aggredito i titolari del bar nel centro storico, c’è qualche novità. Gli otto ventenni in bomber, anfibi e tirapugni che, alle tre di notte, hanno insultato e minacciato la famiglia Paolessi, sono stati visti da altri commercianti e residenti. ",/antifa/article/2935/roma-lassalto-razzista-al-bar-mariani-le-teste-rasate-gridaronosporchi-ebrei-vi-bruciamo-il-locale187,2010-04-07,2010,4,7,04-07,-,Roma
326,4.04.10  - Pestato un giovane a piazza Dante durante volantinaggio pro-Caldoro...!! Dieci giorni di prognosi," 4.04.10  - Pestato un giovane a piazza Dante durante volantinaggio pro-Caldoro...!! Dieci giorni di prognosi
Un’altra aggressione! Un altro episodio della lunga sequenza prodotta da questi gruppuscoli neofascisti senza radicamento ma non per questo meno arroganti e pericolosi, soprattutto quando in molti aggrediscono un ragazzo.",/antifa/article/2934/pestato-un-giovane-a-piazza-dante-durante-volantinaggio-pro-caldoro-dieci-giorni-di-prognosi,2010-04-04,2010,4,4,04-04,-,Napoli
327," 19.03.10  - Tor Vergata: dopo i 7 feriti di ieri, altre pesanti aggressioni squadriste in ateneo durante la seduta del Senato Accademico."," 19.03.10  - Tor Vergata: dopo i 7 feriti di ieri, altre pesanti aggressioni squadriste in ateneo durante la seduta del Senato Accademico.
Davanti al Rettorato dal primo pomeriggio erano presenti un centinaio di fascisti armati di spranghe, bastoni, manganelli telescopici, cinghie e caschi che hanno impedito al rappresentate del Collettivo di prendere parte al Senato Accademico e agli altri studenti e studentesse che lo stavano accompagnando di avvicinarsi, aggredendoli sotto gli occhi delle forze dell’ordine che hanno permesso agli squadristi di fare i loro comodi.",/antifa/article/2927/tor-vergata-dopo-i-7-feriti-di-ieri-altre-pesanti-aggressioni-squadriste-in-ateneo-durante-la-seduta-del-senato-accademico,2010-03-19,2010,3,19,03-19,-,Roma
328,17.03.10  - Riva del Garda: aggressione a ragazzo marocchino da 2 di cp," 17.03.10  - Riva del Garda: aggressione a ragazzo marocchino da 2 di cp
Dura presa di posizione: «Questo è un atto barbaro che ci deve far riflettere» L’Anpi condanna l’aggressione al pub",/antifa/article/2926/riva-del-garda-aggressione-a-ragazzo-marocchino-da-2-di-cp,2010-03-17,2010,3,17,03-17,Q194136,Riva del Garda
329,16.03.10  - Un'altra aggressione a Tor Vergata," 16.03.10  - Un'altra aggressione a Tor Vergata
All’ora di pranzo, un gruppo di una ventina di compagni arrivati in auto a Tor Vergata, sono stati aggrediti da un centinaio di camerati dell’area casapound/bloccostudentesco.
Dopo il pestaggio di ieri, i nazi alzano ancora tiro e tensione",/antifa/article/2924/unaltra-aggressione-a-tor-vergata,2010-03-16,2010,3,16,03-16,-,Roma
330,16.03.10  - Roma: Università. Aggressione neofascista a Tor Vergata," 16.03.10  - Roma: Università. Aggressione neofascista a Tor Vergata
I ragazzi del Collettivo Lavori in Corso denunciano un vero e proprio pestaggio fascista da parte di una quarantina di giovani, e hanno organizzato un presidio sul prato della facoltà.",/antifa/article/2923/roma-universit224-aggressione-neofascista-a-tor-vergata,2010-03-16,2010,3,16,03-16,-,Roma
331,1.03.10  - Modena: compagno accoltellato da un responsabile di CasaPound," 1.03.10  - Modena: compagno accoltellato da un responsabile di CasaPound
Cedere alla provocazione. La provocazione è quella costruita dalla destra e dalla gente della formazione neofascista che ieri si è presentata a Modena, che ha prodotto il primo frutto della loro logica: un ragazzo ferito da un coltello dal responsabile di CasaPound Modena.",/antifa/article/2916/modena-compagno-accoltellato-da-un-responsabile-di-casapound,2010-03-01,2010,3,1,03-01,-,Modena
332,18.02.10  - Roma: Aggressione al Liceo Augusto," 18.02.10  - Roma: Aggressione al Liceo Augusto
Siamo convinti che l’indifferenza è complicità e che l’unica strada da percorrere per non lasciare alcuno spazio a questi burattini del potere è quella dell’azione diretta antiautoritaria contro ogni fascismo.",/antifa/article/2910/roma-aggressione-al-liceo-augusto,2010-02-18,2010,2,18,02-18,-,Roma
333,8.02.10  - Udine: Aggredito un assessore gay," 8.02.10  - Udine: Aggredito un assessore gay
Ennesimo episodio di omofobia, questa volta ai danni di un assessore friulano, Enrico Pizza, omosessuale dichiarato, cofondatore udinese della sezione Arcigay della città.",/antifa/article/2903/udine-aggredito-un-assessore-gay,2010-02-08,2010,2,8,02-08,-,Udine
334," 6.02.10  - ""Aggrediti con coltelli e bastoni"" Tre giovani a Garbatella csoa La Strada"," 6.02.10  - ""Aggrediti con coltelli e bastoni"" Tre giovani a Garbatella csoa La Strada
Questa notte verso le 4 e mezza, tre ragazzi sono stati aggrediti
mentre tornavano a casa a poche centinaia di metri dal centro sociale La Strada dopo un iniziativa a sostegno di Radio Onda Rossa.",/antifa/article/2900/aggrediti-con-coltelli-e-bastoni-tre-giovani-a-garbatella-csoa-la-strada,2010-02-06,2010,2,6,02-06,-,Roma
335,8.01.10  - Napoli: Due aggrediti dalla destra in poche ore," 8.01.10  - Napoli: Due aggrediti dalla destra in poche ore
Per la prima volta da oltre quindici anni in città tira aria di destra e il sottobosco neofascista non perde tempo, rispolverando le gloriose pratiche del ventennio.",/antifa/article/2883/napoli-due-aggrediti-dalla-destra-in-poche-ore,2010-01-08,2010,1,8,01-08,-,Napoli
336,6.01.10  - Napoli: Aggressione a un volontario del servizio civile. La Rete: sono stati i neofascisti," 6.01.10  - Napoli: Aggressione a un volontario del servizio civile. La Rete: sono stati i neofascisti
Aggressione di stampo neofascista ai danni di un militante di sinistra avvenuta a Napoli a bordo di un autobus della linea R4. ",/antifa/article/2881/napoli-aggressione-a-un-volontario-del-servizio-civile-la-rete-sono-stati-i-neofascisti,2010-01-06,2010,1,6,01-06,-,Napoli
337,6.01.10  - Firenze aggressione omofoba e razzista: «Sei finocchio». Preso a calci e pugni," 6.01.10  - Firenze aggressione omofoba e razzista: «Sei finocchio». Preso a calci e pugni
Un etiope e un egiziano, entrambi di 37 anni e da tempo residenti a Firenze, sono stati presi a calci e pugni in città la notte di San Silvestro da uno stesso gruppo di giovani, italiani e di estrema destra",/antifa/article/2880/firenze-aggressione-omofoba-e-razzistasei-finocchio187-preso-a-calci-e-pugni,2010-01-06,2010,1,6,01-06,-,Firenze
338,30.12.09  - Teramo - Agguato fascista. Pugnalati davanti alla discoteca," 30.12.09  - Teramo - Agguato fascista. Pugnalati davanti alla discoteca
Studenti aggrediti e pugnalati nel parcheggio di una discoteca, forse per una vendetta di matrice politica. Tre i feriti ",/antifa/article/2874/teramo---agguato-fascista-pugnalati-davanti-alla-discoteca,2009-12-30,2009,12,30,12-30,-,Teramo
339,28.12.09  - Rimini: minacce di morte all'associazione No Border," 28.12.09  - Rimini: minacce di morte all'associazione No Border
I neofascisti provano a rialzare la testa, dopo il primo round del processo a loro carico per il tentato incendio del PAZ. Le scritte portano infatti, a inequivocabile firma, croci celitiche e svastiche. Aggiornamento: cancellate le scritte nonostante il divieto della questura.",/antifa/article/2873/rimini-minacce-di-morte-allassociazione-no-border,2009-12-28,2009,12,28,12-28,-,Rimini
340,1.12.09  - Milano Gay aggredito da tre giovani in un fast food," 1.12.09  - Milano Gay aggredito da tre giovani in un fast food
Inseguito, l’uomo si era nascosto in un Mc Donald’s ma era stato raggiunto, picchiato e insultato
Si è salvato riuscendo a rifugiarsi nell’ufficio del direttore
il pestaggio davanti a diversi testimoni",/antifa/article/2861/milano-gay-aggredito-da-tre-giovani-in-un-fast-food,2009-12-01,2009,12,1,12-01,-,Milano
341,27.11.09  - Napoli: ennesima aggressione fascista a Materdei.," 27.11.09  - Napoli: ennesima aggressione fascista a Materdei.
Alcuni compagni della Rete Antifascista, intenti ad attachinare manifesti, sono stati aggrediti a bastonate da una quindicina di fascisti usciti dall’occupazione del Materdei (targata Casa Pound). Un ragazzo è attualmente all’ospedale con un versamento ai polmoni. Gli aggressori stan tentando di rovesciare i fatti, facendosi passare per aggrediti.",/antifa/article/2859/napoli-ennesima-aggressione-fascista-a-materdei,2009-11-27,2009,11,27,11-27,Q2634,Napoli
342,26.11.09  - Aggressione fascista a Ferrara," 26.11.09  - Aggressione fascista a Ferrara
Sabato 21 novembre, alle 2 di notte circa, un ragazzo della provincia di Ferrara è stato aggredito, a pochi metri dal centro storico della città, da un gruppetto di noti neo-fascisti locali, appartenenti al gruppo NUF – Nuovi Ultras Ferraresi della curva della squadra di basket Ferrara Carife e riconducibili all’area dell’associazione Casapound, che a Ferrara ha aperto una sede chiamata “Volo 92” in via Corso Piave n°83.",/antifa/article/2858/aggressione-fascista-a-ferrara,2009-11-26,2009,11,26,11-26,-,Ferrara
343,26.11.09  - Brescia aggressioni razziste dal corteo di Rovato," 26.11.09  - Brescia aggressioni razziste dal corteo di Rovato
Negli scontri avvenuti sono rimasti feriti due operai kosovari, contusi una barista e un operatore tv. Il corteo, che non aveva alcuna connotazione politica né partitica era partito dal parcheggio delle piscine, dove si erano raccolte oltre duemila persone",/antifa/article/2857/brescia-aggressioni-razziste-dal-corteo-di-rovato,2009-11-26,2009,11,26,11-26,-,Brescia
344,22.11.09  - Piacenza : Sfregia al volto coetaneo di 21 anni e ferisce un altro giovane al collo. Arrestato," 22.11.09  - Piacenza : Sfregia al volto coetaneo di 21 anni e ferisce un altro giovane al collo. Arrestato
Manuel Foletti, noto per la sua vicinanza alla destra radicale, è stato arrestato per lesioni aggravate da futili motivi e porto abusivo di arma, un coltello serramanico con il quale avrebbe fregiato il volto di un coetaneo, e  colpito un altro al collo.",/antifa/article/2852/piacenza--sfregia-al-volto-coetaneo-di-21-anni-e-ferisce-un-altro-giovane-al-collo-arrestato,2009-11-22,2009,11,22,11-22,-,Piacenza
345,18.11.09  - Antifascista ucciso in Russia," 18.11.09  - Antifascista ucciso in Russia
Ivan Khutorskoi, militante antifascista Russo, è stato ucciso il 26 novembre 2009 a Mosca davanti alla porta di casa con due colpi d’arma da fuoco alla nuca.",/antifa/article/2851/antifascista-ucciso-in-russia,2009-11-18,2009,11,18,11-18,-,Russia
346," 12.11.09  - Crocifisso in aula, blitz neofascista nella sede del Partito radicale"," 12.11.09  - Crocifisso in aula, blitz neofascista nella sede del Partito radicale
Militanti di Lotta Studentesca, movimento giovanile vicino al gruppo neofascista Forza Nuova, hanno fatto irruzione nella sede romana dei Radicali, lanciando volantini e affiggendo crocifissi. ...hanno fatto esplodere una bomba carta davanti all’ingresso della sede in via di Torre Argentina, per poi entrare nel palazzo …",/antifa/article/2846/crocifisso-in-aula-blitz-neofascista-nella-sede-del-partito-radicale,2009-11-12,2009,11,12,11-12,-,Roma
347," 10.11.09  - Roma: Agile (ex Eutelia), lavoratori aggrediti dai vigilantes"," 10.11.09  - Roma: Agile (ex Eutelia), lavoratori aggrediti dai vigilantes
Il blitz stamani alle 5 nella sede presidiata dai lavoratori in lotta contro il licenziamento di 1.200 addetti. Il racconto di un testimone: “Quindici energumeni sono entrati con torce e piede di porco”. Fiom: “Atto gravissimo con metodi squadristici” ",/antifa/article/2843/roma-agile-ex-eutelia-lavoratori-aggrediti-dai-vigilantes,2009-11-10,2009,11,10,11-10,-,Roma
348," 3.11.09  - Ostia, diciottenne bielorusso adottato pestato al grido di ""sporco polacco"""," 3.11.09  - Ostia, diciottenne bielorusso adottato pestato al grido di ""sporco polacco""
Baby gang in azione sul pontile, ferito per aver difeso
il fratello sedicenne: un mese di prognosi",/antifa/article/2842/ostia-diciottenne-bielorusso-adottato-pestato-al-grido-di-sporco-polacco,2009-11-03,2009,11,3,11-03,-,Ostia
349,28.10.09  - Milano: Due casi di violenza omofobica," 28.10.09  - Milano: Due casi di violenza omofobica
Due casi di violenza omofobica. Giovedì la prima aggressione, quando un ragazzo è stato aggredito in città con pietre e bastoni, Sabato, attorno alle 4 del mattino, una coppia di ragazzi.",/antifa/article/2832/milano-due-casi-di-violenza-omofobica,2009-10-28,2009,10,28,10-28,-,Milano
350,26.10.09  - Massacrato di botte a Ostia," 26.10.09  - Massacrato di botte a Ostia
Nella notte tra venerdì e sabato un trentenne assalito da tre persone
“Prima gli insulti, poi l’aggressione, infine il saluto romano. Mi gridavano: frocio e comunista” ",/antifa/article/2829/massacrato-di-botte-a-ostia,2009-10-26,2009,10,26,10-26,Q1012797,Ostia
351," 20.10.09  - Razzismo, a Prato quattro skinhead aggrediscono bengalese"," 20.10.09  - Razzismo, a Prato quattro skinhead aggrediscono bengalese
Prima gli hanno urlato: «Vattene dall’Italia». Poi lo hanno insultato e, infine, giù con le botte. Aggredito da quattro skinhead, fra i quali una ragazza di 22 anni di Pistoia, un bengalese di 31 anni ne avrà per 7 giorni.",/antifa/article/2820/razzismo-a-prato-quattro-skinhead-aggrediscono-bengalese,2009-10-20,2009,10,20,10-20,-,Prato
352," 16.10.09  - Roma, in quattro picchiano un egiziano e fuggono inneggiando al Duce"," 16.10.09  - Roma, in quattro picchiano un egiziano e fuggono inneggiando al Duce
«In quattro sono scesi dalla macchina in pieno giorno, verso le 12, all’altezza di Valco San Paolo-Viale Marconi, hanno aggredito un ragazzo egiziano e se ne sono andati via, dopo “l’eroica vigliaccata”, inneggiando a Mussolini».",/antifa/article/2818/roma-in-quattro-picchiano-un-egiziano-e-fuggono-inneggiando-al-duce,2009-10-16,2009,10,16,10-16,-,Roma
353," 16.10.09  - Napoli, docente gay aggredito E a Roma investita transgender"," 16.10.09  - Napoli, docente gay aggredito E a Roma investita transgender
Mentre in Parlamento infuria la polemica sulla futura legge contro l’omofobia, si ripetono nuovi episodi di intolleranza. Insultati, picchiati, minacciati con il coltello. Colpevoli solo di essere gay.",/antifa/article/2817/napoli-docente-gay-aggredito-e-a-roma-investita-transgender,2009-10-16,2009,10,16,10-16,-,Napoli
354," 12.10.09  - Roma, coppia gay aggredita in centro ""Ci insultavano urlando slogan fascisti"""," 12.10.09  - Roma, coppia gay aggredita in centro ""Ci insultavano urlando slogan fascisti""
Nuovo episodio di intolleranza nella capitale. Una delle vittime
colpita alla testa e all’inguine. Tutti giovanissimi i sei aggressori",/antifa/article/2814/roma-coppia-gay-aggredita-in-centro-ci-insultavano-urlando-slogan-fascisti,2009-10-12,2009,10,12,10-12,-,Roma
355,7.10.09  - Verona - Aggressione fascista a studente," 7.10.09  - Verona - Aggressione fascista a studente
Questa mattina alle 8 un gruppo di fascisti di Casa Pound e del Blocco studentesco ha aggredito davanti al Maffei un attivista del collettivo metropolis e dei collettivi studenteschi.",/antifa/article/2810/verona---aggressione-fascista-a-studente,2009-10-07,2009,10,7,10-07,-,Verona
356,6.10.09  - Napoli aggressione neofascista al Margherita di Savoia," 6.10.09  - Napoli aggressione neofascista al Margherita di Savoia
Il pestaggio è avvenuto tra l’androne e l’uscita della scuola dove si trova anche il gabbiotto dei bidelli che hanno assistito a un pezzo della scena. Il ragazzo è stato accompagnato al pronto soccorso dell’Ospedale Pellegrini da due insegnanti,",/antifa/article/2808/napoli-aggressione-neofascista-al-margherita-di-savoia,2009-10-06,2009,10,6,10-06,-,Napoli
357,19.09.09  - Nuovo attacco omofobo a Roma Molotov contro locale gay," 19.09.09  - Nuovo attacco omofobo a Roma Molotov contro locale gay
Un ordigno molotov è stato lanciato poco prima delle sette di questa mattina contro la serranda della discoteca Qube, nella zona di Portonaccio, noto locale gay della Capitale. ",/antifa/article/2788/nuovo-attacco-omofobo-a-roma-molotov-contro-locale-gay,2009-09-19,2009,9,19,09-19,Q220,Roma
358," 14.09.09  - ""Botte dai leghisti perché albanesi"" Aggrediti due camerieri a Venezia"," 14.09.09  - ""Botte dai leghisti perché albanesi"" Aggrediti due camerieri a Venezia
È stato preso a bastonate, calci e pugni, picchiato perché albanese. L’episodio, che non può avere scusanti, non è accaduto in qualche periferia-ghetto del profondo Nord ma nella civilissima Venezia, vicino a piazza San Marco.",/antifa/article/2783/botte-dai-leghisti-perch233-albanesi-aggrediti-due-camerieri-a-venezia,2009-09-14,2009,9,14,09-14,-,Venezia
359,12.09.09  - Firenze: gay pestato a sangue da due italiani," 12.09.09  - Firenze: gay pestato a sangue da due italiani
Ancora un gay aggredito. Questa volta e’ successo a Firenze, un ragazzo di 26 anni, poche ore dopo il presidio-fiaccolata unitario sui ponti fiorentini contro l’omo/transfobia, e’ stato pestato a sangue da due italiani.",/antifa/article/2782/firenze-gay-pestato-a-sangue-da-due-italiani,2009-09-12,2009,9,12,09-12,-,Firenze
360,8.09.09  - Roma capitale dell'intolleranza. Aggrediti 8 giovani," 8.09.09  - Roma capitale dell'intolleranza. Aggrediti 8 giovani
La mattina di sabato 5 settembre a Roma, intorno alle ore 4.00, un gruppo di 4 ragazzi e 4 ragazze sono stati aggrediti e picchiati. Ennesimo episodio a sfondo razzista nella città di Roma, diventata tristemente negli ultimi mesi la capitale dell’intolleranza.",/antifa/article/2779/roma-capitale-dellintolleranza-aggrediti-8-giovani,2009-09-08,2009,9,8,09-08,-,Roma
361,2.09.09  - Roma Terrorismo omofobo: due esplosioni in una via adiacente alla gay street.," 2.09.09  - Roma Terrorismo omofobo: due esplosioni in una via adiacente alla gay street.  
Due bombe carta, panico tra centinaia di ragazzi, un motorino a fuoco, un piccolo cratere, una fioriera devastata e un ragazzo ferito e  sotto shock: mezzanotte, la comunità gay romana è sprofondata di nuovo in un incubo. aggiornamento: “Naziskin armati gli autori”... all’altezza di via Cavour hanno estratto una pistola",/antifa/article/2771/roma-terrorismo-omofobo-due-esplosioni-in-una-via-adiacente-alla-gay-street--,2009-09-02,2009,9,2,09-02,-,Roma
362,31.08.09  - Ancora aggressione fascista ai compagni dei Carc a Massa," 31.08.09  - Ancora aggressione fascista ai compagni dei Carc a Massa
Un giovane comunista è stato costretto a togliersi la t-shirt con falce e martello che indossava ed è stato aggredito a calci e pugni, insieme ad altri tre compagni, durante il derby Massese-Sporting Massese ",/antifa/article/2768/ancora-aggressione-fascista-ai-compagni-dei-carc-a-massa,2009-08-31,2009,8,31,08-31,-,Massa Carrara
